year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi,total_debt,total_debt_pp
2012,Alabama,8066973634.282706,10833.66744545788,893124640.814138,1199.43448472557,4464358058.91911,5995.476518598922,2709490934.549457,3638.756442133388,7341514078.851786,9680.293741317973,4205688448.476951,5648.087332473462,1582618572.994922,2125.3986305198555,4177829251.2650867,5607.069042840474,2760726486.680055,3707.5536561402037,986513608.343752,1324.852314631504,2532064219.8197346,3400.470479535581,1245018150.6964295,1672.015380086441,492903490.6241828,661.9569569244155,416352598.8251114,559.1511940708448,326332829.28629965,438.2557775753833,163674055.54847538,219.81190381602565,445215771.8141008,597.9082769985959,656854543.9940497,882.130653813279,365308118.661106,490.5914067680787,158326301.69059142,212.62126649337407,656822887.1001763,882.0854296791742,0,0,5516497538.865584,7408.459364567013,744621,227.5535,5516497538.865584,7408.459364567013
2013,Alabama,7953435151.113215,10682.234272215544,902543446.8794144,1212.1987086068464,4334432050.834104,5821.564729276344,2716459653.399697,3648.470834332354,7384971284.489232,9734.625861788156,4176032556.5720544,5608.820653747256,1559279315.700167,2094.2627307597513,4167258837.015244,5593.721539366127,2738076515.093209,3677.5016057971,967757611.5183172,1299.7913618428745,2576459286.146403,3460.4323789467603,1239111378.9746816,1664.2492928436066,489614912.6142572,657.6008990850027,415973930.0155187,558.6894693835927,331096448.8942707,444.69004394198356,163610801.26531538,219.74881931414834,445678491.120542,598.5942716765738,687015263.6617876,922.7248920290355,370596532.6574484,497.7481984535762,162487818.53152016,218.23668414784981,715509004.7696791,960.9952541055027,0,0,5688993837.891585,7640.874588511123,744548,231.3886667,5688993837.891585,7640.874588511123
2014,Alabama,8053065481.551263,10881.329332904943,869392686.6683121,1174.7295205094706,4413854195.065514,5964.01478052164,2769818599.817438,3742.585031873832,7447537509.731306,9883.775974396673,4156877048.8703723,5616.789792703062,1606684412.2607865,2170.9581360404104,4186948714.4557824,5653.696475154155,2721947205.863891,3677.9025400550663,999755059.4400163,1350.8765433381986,2617221346.7758064,3536.3959038401795,1241509704.5138283,1677.5296959964082,504363591.16596943,681.4981496687078,425982600.0642583,575.5844012166526,313343317.6372085,423.3922348705684,190785980.1426875,257.7884144151428,453516452.24350923,612.7976357616739,696321038.2390239,940.8740659988339,373859985.4652771,505.1650059258093,163411972.98384178,220.80509394056742,636023336.1923324,859.396898748452,0,0,5773802490.726161,7801.586566126499,740081,234.989,5773802490.726161,7801.586566126499
2015,Alabama,7999039992.171738,10883.43236519725,864464050.9668734,1176.1780228128528,4435348528.920091,6034.696922304442,2699227412.284773,3672.546549572623,7420884450.3652735,9922.522999079589,4106140649.624757,5586.7885381975575,1656221800.694535,2253.445299412024,4149793345.917787,5642.521629288617,2679449611.2449694,3645.6420439259737,1026030227.3406187,1396.0122925874748,2625075333.570408,3571.657371024521,1237344193.4684353,1683.5263410110013,523383403.5635515,712.1160648106469,438084706.63097453,596.0516580271014,312342287.16976774,424.9716136364076,195528902.43104893,266.03392593553497,453719757.3265607,617.3252408757853,693153551.8207417,943.1034751078798,365978457.3964879,497.9453293559862,166267670.79482645,226.22612808582593,554494795.5476769,754.445820361375,0,0,5910868799.184397,8042.283957389085,734974,236.6704167,5910868799.184397,8042.283957389085
2016,Alabama,8213098737.256182,11042.247954774135,868119680.1107244,1167.1621143416767,4480149664.743422,6023.417386956461,2864829392.402036,3851.6684534759975,7557986709.947586,9980.946060882405,4141495227.9974747,5568.109371570247,1674530939.96855,2251.3573742799126,4230692965.5182896,5683.364511105315,2686000887.181885,3611.244914957423,1033782340.1026217,1389.8864892044865,2666890325.911838,3585.5438719429508,1262156624.925588,1696.9275631668756,533000756.5929031,716.6055522858699,455746444.94351923,612.7323032286398,316164944.23252666,425.0714941927169,192660633.79041898,259.02979781014403,460164216.66504043,618.6716198916481,701507809.3285028,943.1526873281432,372770951.53402305,501.18113753977553,167875325.41780704,225.70483195188314,720693961.9015334,968.9509191607373,0,0,6342007732.1390085,8526.623385263063,743789,238.2429167,6342007732.1390085,8526.623385263063
2017,Alabama,8385763878.181359,11257.115563248522,860215378.0214133,1154.7608023544833,4612294276.889024,6191.578413542304,2913254223.2709217,3910.776347351737,7642453666.328314,10082.837348412542,4224746950.8753815,5671.329645098786,1704786081.6273212,2288.5199783505495,4289779902.1981673,5753.947350404766,2737204194.2600627,3674.4470920353133,1056137970.6914608,1417.7635013446968,2710276313.921658,3638.2958826046206,1292150240.3298852,1734.5901564286428,540986416.7623955,726.2258499769272,473073030.36561584,635.0527118232736,316469383.600716,424.83501921294857,192897976.8194386,258.95291541176056,469364615.9788545,630.0805953355919,699381721.7072916,938.8606909010933,381396319.6465788,511.99017837122597,177693265.80316302,238.5343730764191,674541282.171498,905.5082847811638,0,0,6212124174.209951,8339.204088862381,744930,242.6751667,6212124174.209951,8339.204088862381
2018,Alabama,8365916363.32348,11271.79207133113,875554644.9110653,1179.6754706274696,4594124478.249436,6189.885016060032,2896237240.162978,3902.241953047074,7597881025.321251,10053.390613827749,4168518106.180594,5616.439726596583,1684091040.4593935,2269.052515631832,4253738087.7951813,5723.9808071526595,2697890719.0552187,3634.9963541912252,1044753510.2475905,1407.6455572246975,2713867391.927264,3656.521159747956,1280605657.1455054,1725.4163860795586,535548774.8633285,721.5683011125149,478364956.1704177,644.520695095141,304673461.620149,410.5058292880993,192514294.16861624,259.38634904274545,466992891.2693471,629.2065632033821,710200383.5728233,956.8895857539248,385964855.16852957,520.0272749026223,175156549.95738146,235.99523086548868,674928111.8852302,909.3608243512008,0,0,6291075449.504598,8476.263133852413,742199,248.1315,6291075449.504598,8476.263133852413
2019,Alabama,8545490201.8345585,11561.738818297392,881706633.2544116,1192.9162718814116,4778351432.498416,6464.93979397675,2885432136.0817313,3903.8827524392314,7708667005.215195,10236.334987718226,4228931357.5755053,5721.589302663438,1688471753.088713,2284.4402478448433,4296029469.36469,5805.986376552484,2730990976.471408,3694.931932407478,1047492840.0625309,1417.2166319524458,2768972707.280719,3746.32393972629,1308719459.5927234,1770.65223555713,539254433.1510317,729.5958406096812,493875260.21292865,668.1976804525556,313779746.91948056,424.53516067611406,192041945.51462272,259.8247422797485,469625831.33948815,635.3856259675266,731347171.3196561,989.4815340742315,392700356.8540756,531.3114779182627,175602395.12046713,237.5877183578511,603386253.9465231,816.3598521752021,0,0,4940830021.677952,6684.760241964843,739118,253.2578333,4940830021.677952,6684.760241964843
2020,Alabama,8714919000,11729.176648560186,936078000,1259.8423713210557,4942651000,6652.181929766949,2836190000,3817.1523474721807,7688186000,10347.324134738066,4306428000,5795.906391821397,1694793000,2280.976619489322,4377816000,5891.985593772375,2790104000,3755.1264313362367,1054654000,1419.4306417662165,2749223000,3700.1057856400703,1334535000,1796.1150021803148,540836000,727.8967230677297,501610000,675.1034976554887,314011000,422.61901557444565,190318000,256.1439115384408,476104000,640.7756536906537,718767000,967.369302245455,368209000,495.56265578483254,180204000,242.53174915075397,613331000,825.4658067433635,0,0,5287501000,7116.306331526274,743012,257.27275,5287501000,7116.306331526274
2002,Alaska,1989496192.0463989,14957.491122089337,359876684.5004907,2705.6381158782715,1116815953.5394168,8396.487278139102,512803554.0064913,3855.380168076635,1852577511.722623,13842.188481039813,1099181819.8308358,8263.89915521723,314682357.8700313,2365.850365881038,1078990361.294389,8112.394626171675,721980017.7217997,5428.012197174366,202282805.48367018,1520.8068523207096,700519282.7744584,5266.659584940755,343423743.1742892,2581.9450358359313,103020769.35022996,774.5329707344184,92979190.09953615,699.0406262957828,105075582.01542082,789.9837757362051,30157949.762832932,226.7369534000492,105573762.1766934,793.7237369469177,238688945.2691882,1794.5171409271247,71878011.26859157,540.402734940991,56165842.18219534,422.26905669835935,311050696.6943777,2338.544317041432,0,0,929979621.0561309,6991.806943411261,133010,178.1666667,929979621.0561309,6991.806943411261
2003,Alaska,2014686174.0872843,15113.579591723294,366532251.76531374,2749.6241497689575,1149191490.9264214,8620.896545907117,498962431.39554936,3743.073024796472,1883774835.0018258,14014.30638478526,1113341202.56998,8351.955803862164,319520251.4984174,2396.942310897086,1078765327.3962262,8092.947572542593,727031527.5992802,5453.9797869289305,200902337.13863853,1507.1136828965057,726291181.1383842,5448.427188472211,349261268.67754126,2620.0493903629035,107785402.30693598,808.5741910423185,92313008.9991647,692.5065159228398,119047428.33709258,893.0641115796872,29749494.428676125,223.1777232120859,107069074.71977134,803.2052663258971,239605219.96941003,1797.4453513116205,73807173.22661531,553.6774257555851,64699781.45765415,485.3649231137494,348987170.9420187,2618.000721721111,0,0,968724976.7083931,7267.093921162949,133303,182.0916667,968724976.7083931,7267.093921162949
2004,Alaska,2040181086.9570017,15322.083509478722,395979084.3994947,2973.862407723792,1119466506.325969,8407.368886742912,524735496.2315381,3940.852215012018,1875744021.6447845,13981.200929853794,1091734547.491915,8199.099263197797,332388144.84885824,2496.291009568135,1071441184.4649515,8046.691683243933,711235373.1180289,5341.495154558992,210387432.27517796,1580.048433664093,728997595.2933322,5474.881162629271,350408872.3978702,2631.6261758038104,111870619.64032966,840.1701121864809,119754342.34760296,899.377519437492,90451997.9278112,679.3023563657908,27978022.77266431,210.12201499308142,108657964.62161964,816.0337280958282,242096503.19564703,1818.177501445068,71033682.5027598,533.4749131972372,69025081.92522725,518.3931290947733,353649175.0501319,2655.956093329325,0,0,1182211428.2899227,8878.595152998449,133153,186.1083333,1182211428.2899227,8878.595152998449
2005,Alaska,2146422392.866458,16191.09883629369,406437262.63171625,3065.880576238915,1179309029.1092854,8895.879716001566,560676101.1254565,4229.351964645279,1938647470.5425143,14534.460951056337,1080711965.3416798,8152.1373446139805,388821393.4793949,2932.9898735524257,1113460894.1131978,8399.17018286385,711279301.2271779,5365.391662858634,248927825.8502869,1877.7421396061557,750323829.7391758,5659.919976447574,347687278.78195095,2622.705784872196,130638727.33698487,985.4472345852895,117012800.20735525,882.6589199139281,98289732.20918101,741.4340295513824,28466417.841679707,214.72947313510696,113320795.3286385,854.811191366719,250621504.56964007,1890.5185432576945,69223413.9019301,522.1683962962962,73389165.68075117,553.5994229264476,360611308.9462702,2720.192965675535,0,0,1360191769.041471,10260.33789126239,132568,191.7,1360191769.041471,10260.33789126239
2006,Alaska,2101639788.8130288,15814.524579581195,374842506.2895585,2820.6395864079686,1188426168.4633808,8942.733110670173,538371114.0600893,4051.164814572753,1979470526.357061,14820.55277036894,1086589999.1967342,8176.430388526547,448586340.5468795,3375.541765165577,1126944522.6956067,8480.088317152416,711505663.2037857,5353.980312360577,287606643.7142199,2164.1947963659036,777472150.7435224,5850.364875725653,349271924.8717342,2628.2233213415616,149373164.27690306,1124.016702115525,120437658.32313697,906.2794445765039,107515934.27888979,809.0432125021499,29962312.287946664,225.45770314992538,116794694.28864495,878.8634568124887,260222986.1244547,1958.135197765989,68995178.26347837,519.1838022461887,73543387.1769709,553.4020586724077,306400820.6092404,2305.619910605182,0,0,1438837593.30644,10827.039122518821,132893,198.9416667,1438837593.30644,10827.039122518821
2007,Alaska,2269545418.979531,17167.906704125675,355786916.70504427,2691.335743390883,1326442244.315621,10033.828838235871,587316257.9588658,4442.72951800972,2059400854.105834,15503.773808252332,1078491774.529425,8158.217822531257,511141027.46653795,3866.515294139982,1168823106.8445265,8840.965189136357,705232514.8925589,5334.711405368132,328096114.37715566,2481.8743418319355,814069758.2540468,6157.998826575606,347519632.23744804,2628.804872459728,170174469.16521323,1287.2838777117465,128303616.48506702,970.5456685545191,114863449.64896724,868.8778586511328,29920536.4677236,226.33881260043503,122876123.43468292,929.492847223583,272670394.0091714,2062.611217505585,69815005.24099514,528.1154930748804,75620632.96743944,572.0295334546719,324846677.06087834,2457.295587888022,0,0,1404350592.0732245,10623.164335364898,132197,204.112,1404350592.0732245,10623.164335364898
2008,Alaska,2659865329.7686644,20362.763101698754,368739701.9956633,2822.9098264275995,1724985568.0377352,13205.737676064322,566140059.7352657,4334.115599206836,2332340993.591863,17780.39777877638,1081419638.5555828,8278.877736697152,752333561.8421798,5759.54110189008,1353179506.9962773,10358.654293782241,701809736.2802572,5372.7520545955285,500526296.0391432,3831.8063666951675,899368091.1169478,6885.173189660059,353942666.1722189,2709.6259078154226,238394527.62254113,1825.048775710493,167705411.0230343,1283.8844109380018,117984939.93169062,903.2450968070331,34612302.52286427,264.97328543961754,141824271.1577162,1085.743897566656,285741396.1707072,2187.506270053476,70638071.38352449,540.7754488411972,80861698.92741066,619.0447800140776,373738487.07507414,2861.181584791481,0,0,1709026645.8695507,13083.557305523798,130624,211.684,1709026645.8695507,13083.557305523798
2009,Alaska,2587528921.493003,19867.999771734343,374755321.8733496,2877.5065296109965,1627363661.6834357,12495.49572554761,585409937.9362174,4494.997516575736,2437154313.883142,18640.046150749506,1132845376.2836924,8698.405339626575,774031122.0027511,5943.297443289019,1354099004.4307456,10397.26768590324,723865900.7236037,5558.110910042982,472308662.6563353,3626.556919977584,998154142.316438,7664.189625832484,382496927.5560087,2936.9559245420833,252782183.26121137,1940.950829909344,197320452.381248,1515.096595655006,137361662.43311048,1054.7113721271878,37322473.96691763,286.57964371013855,146780076.65424922,1127.0334787832721,316505702.0294808,2430.2457188754242,72103965.73113558,553.6464618259607,90759809.1202962,696.8883406206016,363366447.86860794,2790.058387389785,0,0,1724040843.0370944,13237.82210168913,130236,214.6485833,1724040843.0370944,13237.82210168913
2010,Alaska,2646940032.8467164,20164.856189321104,435554531.9369006,3318.1286526530143,1610227194.3385856,12267.001657601448,601158306.5712302,4579.725879066643,2468261432.684913,18732.156307856592,1204100514.9913886,9173.05356464607,902154653.136884,6872.7696948176135,1366862865.1238325,10413.001842473905,759795012.7736182,5788.257069774631,455444503.4500994,3469.6594238124667,1016376594.8091722,7742.941112343675,416171364.20912576,3170.467156295629,253748465.79244584,1933.1063076299135,206327298.4790226,1571.8394781044651,154366261.19078222,1175.986554182632,35556973.779234454,270.8848429679778,149662599.82863835,1140.1542209696308,304593822.6162867,2320.4492007754225,73577939.73303632,560.5344818318664,92291699.18217143,703.0923335116798,272836096.88656586,2078.512705176279,0,0,1669435407.0689785,12718.057026628836,131265,216.7613333,1669435407.0689785,12718.057026628836
2011,Alaska,2744056975.191509,20835.033393965325,488975882.14265954,3712.6843169637204,1648140559.090032,12513.975537055172,606940533.9588169,4608.373539946435,2565798968.7651987,19405.273091194187,1221812413.3278716,9276.96245942709,1010015813.7933838,7668.83707997612,1414097786.7724638,10736.935194604654,774385608.5866644,5879.7396959335165,480643023.2817201,3649.419762818376,1057396728.5903906,8028.581493733802,418998488.6244237,3181.3598219395153,266376825.07364118,2022.5454509302913,204712505.69558558,1554.3342151279785,179279829.06316793,1361.2353405180515,35585729.8032048,270.189457144652,155701097.14659896,1182.2068937892357,311783923.02314043,2367.3116672661445,74551155.4349247,566.0524989921428,95782488.42376812,727.2514208955962,209644720.20014724,1591.7855277180668,0,0,1338662137.938892,10164.167528625412,131704,221.0613333,1338662137.938892,10164.167528625412
2012,Alaska,2694682291.8368645,20606.11666604776,397978033.1383608,3043.3241864770257,1704851493.2565308,13036.919422839024,591852765.4419729,4525.873056731713,2584013182.6658344,19661.64454337112,1198515304.1998913,9164.99865129519,1083769239.33932,8287.537389328223,1419763074.273742,10856.867426253604,759333562.4787138,5806.586616477003,519305340.11452246,3971.1086036690267,1070854357.2423626,8188.779186477025,411888976.7889748,3149.6913498913436,281693217.1148763,2154.0933436093046,211622943.7330122,1618.2664967029727,169896896.40128583,1299.1989245605976,37626479.57513288,287.72724720779945,156335309.18663082,1195.4886790249325,318788313.11427855,2437.761724781205,78627810.157831,601.2661689558718,97956605.07419133,749.0699452436459,164185088.2638588,1255.5124110154313,0,0,1217068505.2163556,9306.866759981718,130771,227.5535,1217068505.2163556,9306.866759981718
2013,Alaska,2829778618.0164714,21586.363261444472,356839438.2364104,2722.076790796859,1898451233.5009274,14481.929741818682,574487946.2791338,4382.356728828931,2662087275.530336,20208.12988784986,1188065698.4711776,9062.904288723748,890549768.9096628,6793.3673023645115,1472829658.7516055,11235.175404239017,756965969.3363019,5774.35497989323,577943619.8797631,4408.719026470798,1092341983.124016,8332.698664374559,403276442.0749826,3076.305572143219,303041894.1030615,2311.6877541198087,218162189.25362778,1664.204818279892,183717751.52071437,1401.4490958536649,37930131.66405008,289.34039288666685,162766896.41882965,1241.6297511450243,312936372.6654811,2387.17220738452,81292831.2858462,620.1199605144706,95535810.31546693,728.7713196693916,276303786.3978063,2107.7274049243656,0,0,1469220547.9061606,11207.634530658714,131091,231.3886667,1469220547.9061606,11207.634530658714
2014,Alaska,2916063655.5413227,22338.637205433017,338876917.40358055,2595.9816659822372,1997376297.3405137,15300.989405663668,579810440.7972287,4441.666133787113,2644684035.07611,20162.270614592595,1170919515.9135108,8969.878492663485,905331540.3657192,6935.336038420946,1474140045.4776604,11292.722242956052,751733613.7031945,5758.690567324427,589883961.5694777,4518.829675144369,1076044927.329577,8243.087271116945,392278292.16580343,3005.0644870398187,300733078.28770703,2303.7827790236984,212730730.75229052,1629.6309313201893,179965786.055943,1378.6414044168023,36636259.71109285,280.64844199090163,165543604.86554688,1268.1512711339678,306588223.281728,2348.6379193387775,80615536.90066342,617.5601415066237,93964785.76231226,719.817161409683,294626122.6451025,2257.000739832503,0,0,1393398603.2527053,10674.19865201137,130539,234.989,1393398603.2527053,10674.19865201137
2015,Alaska,3175129526.872971,24283.05019202047,374066114.85148066,2860.813155571716,2202968098.615977,16848.057997239754,598095313.4055135,4574.168168701669,2876580826.4567523,21928.52004492837,1171863518.45279,8962.287604416508,1103646736.7416859,8440.568475525482,1613846389.0130124,12342.5262118322,752642403.1949997,5756.129301415135,724008399.8318324,5537.132060705076,1161893089.1278985,8886.030995482672,391101286.8914258,2991.0961859454906,364005460.3157336,2783.871704675965,232803872.07240674,1780.4586548902628,198467200.56288302,1517.8598092716331,39234922.113313705,300.0694843919629,182158178.41271412,1393.120737637168,323468251.4240488,2473.8448355679084,81650554.67196462,624.456293685564,104110109.87056752,796.2211800381724,306454820.39876765,2343.735733311446,0,0,1480775073.5085852,11324.807574397615,130755,236.6704167,1480775073.5085852,11324.807574397615
2016,Alaska,2693944453.249719,20335.183573413662,331867417.6137636,2505.095780881195,1742568512.032702,13153.73982101899,619508523.6032538,4676.347971513479,2513033947.5702443,18908.60290598935,1191723888.4326081,8995.699816549884,715400410.9411576,5400.18869137065,1351721520.2037525,10203.443661836262,767988200.5511897,5797.1402208534155,447595542.73035806,3378.661274434019,1062464920.081924,8019.999673908457,395259364.1716862,2983.6103262834167,251485785.77236664,1898.3351905882705,195542822.18561336,1476.0497758483828,196144312.98221254,1480.5960527849763,35443682.0933195,267.5500175321686,153422268.28731567,1158.101956741197,297993874.87099206,2249.402799159904,82222820.0069295,620.6585912843636,101695139.65554132,767.6404805574645,275412592.91823465,2078.9444109315673,0,0,1482158633.0052261,11188.041980714634,132477,238.2429167,1482158633.0052261,11188.041980714634
2017,Alaska,2655114445.0331593,20002.82462994389,371269740.3949079,2797.0328556387058,1696777687.608569,12783.004045526839,587067017.0296828,4422.787728778348,2518604933.856217,18910.856676110816,1196718468.5022407,9015.70877396249,695110366.2000698,5236.7518219366275,1342235037.6065488,10111.991549566326,765157840.1213064,5764.464065875513,438960494.71014947,3306.998142220705,1074884652.109729,8097.849709419814,402897277.9593026,3035.3021905228175,239342209.48657122,1803.129032959267,194649349.19420412,1466.4245134522864,208349703.4309444,1569.6409870643758,35892532.15500109,270.4025653194287,153471955.48459882,1156.2132116483263,300921183.08721036,2267.0518847736716,85523584.04643469,644.3078454986387,96076344.71133547,723.8087016630861,179778586.30023554,1354.3981703279076,0,0,1398793127.6921215,10538.077549046966,132737,242.6751667,1398793127.6921215,10538.077549046966
2018,Alaska,2619922398.811719,19717.644677872417,412771325.4413486,3106.5291988824474,1637656145.6203666,12325.066335531765,569494927.7500036,4286.038775054759,2450022629.4021516,18378.969740379594,1155374006.6275342,8695.388972309038,679775340.4968736,5116.019102612929,1308158652.4665349,9845.255283025332,742406718.3610303,5587.387460137064,426050139.73638976,3206.4702397116043,1044086821.9059249,7857.8397102342915,385259803.73410875,2899.4825504420037,237593001.8367277,1788.1348585326732,187904501.9959175,1414.1776513965378,197861279.8264227,1489.110103110649,35828018.11237187,269.6407000521901,150752438.76331702,1134.5729156314294,290916663.9261843,2189.4542823664065,84801098.11531386,638.2167057991428,96022821.16639766,722.6673518779357,139064137.5571018,1046.6073807839794,0,0,1264945220.5786045,9520.029572091815,132872,248.1315,1264945220.5786045,9520.029572091815
2019,Alaska,2598005649.764437,19837.71100776254,398168693.98388714,3040.3162076349486,1625262326.8898904,12410.087883962799,574574628.8906595,4387.306916164793,2454648463.110341,18685.164737281593,1154084272.0441136,8812.291823067966,679211559.5462611,5186.28552214065,1302345997.3686035,9944.37881251707,738218401.5529916,5636.84683872718,424920168.9934461,3244.5839449677546,1055935595.0106757,8062.856371805262,388236698.42041564,2964.47261667977,238738679.8975272,1822.9483521171703,189603898.12254626,1447.763334069004,203587115.76918477,1554.5396513111525,35765139.38868164,273.09178350496455,149690014.75501448,1142.997251528646,299090511.3822199,2283.7799433428227,82893611.33059967,632.9577371062505,95305304.26242891,727.7266709424225,127143155.6437074,970.8304715248465,0,0,1143031790.5333672,8727.89474917892,130963,253.2578333,1143031790.5333672,8727.89474917892
2020,Alaska,2609330000,19765.10600907459,381757000,2891.726065582463,1659732000,12572.10813758834,567841000,4301.271805903785,2424845000,18367.672345228268,1134107000,8590.613330101427,700218000,5303.998727436618,1287554000,9752.94090912534,725387000,5494.648416491816,438133000,3318.761977624094,1042152000,7894.074248013513,383136000,2902.17169000962,246750000,1869.0774672958785,190918000,1446.1622366816396,198525000,1503.7836036268056,35382000,268.0109379852595,149060000,1129.0970102335305,291864000,2210.806184052054,76670000,580.7585386730497,99733000,755.4557367611746,153300000,1161.2140860646734,0,0,1117285000,8463.190346697775,132017,257.27275,1117285000,8463.190346697775
2002,Arizona,8899096188.84535,10353.411151641081,895091125.7619098,1041.3698171157398,4079630552.6717243,4746.328456497412,3924374510.411716,4565.698438023255,6902676014.557496,7976.658582230745,4588668153.459088,5338.556368215423,875335755.3666348,1018.3813296738293,3840244155.1767545,4467.737446310994,2932008293.1595864,3411.1623042729348,549206805.7910744,638.9557668449099,2648083145.2463827,3080.8327573375423,1531400039.7499716,1781.66553676676,298451792.61581814,347.2243524046353,426615498.10540396,496.3318406742129,206903606.97953156,240.7148779250299,117312041.97664881,136.48692418400617,401875438.0964685,467.5529113578011,899922751.3260199,1046.9869789341462,287988565.22862697,335.05142846397536,307465243.53368276,357.7077957983708,1396240151.9955583,1624.4138858607269,32783142.612669192,38.136052345531134,5957802972.680017,6931.447723871571,859533,178.1666667,5990586115.292686,6969.583776217102
2003,Arizona,9163176309.63971,10328.864528194797,1046345499.358593,1179.4538589530082,4115180481.0173116,4638.694439991085,4001650329.2638044,4510.716229250704,7176076518.470353,8013.826576721645,4706782295.519787,5305.557276018387,924121928.1892595,1041.684424979784,3971460017.858412,4475.98776358501,3005115735.399274,3387.4100198320607,579427071.2705272,653.1438205019185,2775209901.792557,3128.2605010199513,1573100593.4111755,1773.2145463414552,316434532.66140044,356.6944036599342,446327188.9256643,503.11063217644755,206655563.83476168,232.9406889464206,115559040.14634404,130.25293937023423,402006715.39160556,453.151374815221,926981587.0382167,1044.905779809637,305042522.13810945,343.851370588284,372637284.317855,420.0477153137069,1221631001.2252746,1377.04441726657,11348211.400604418,12.786518074635207,5718547681.07985,6446.029915780325,887143,182.0916667,5729895892.480454,6458.8164338549595
2004,Arizona,9797209895.861229,10505.83809713533,1154930125.8827617,1238.4619211325771,4397368557.836362,4715.42831659704,4244911212.142105,4551.947859405713,7841565595.633647,8344.567287130178,5028123052.067007,5391.800023806349,1191282616.8582423,1277.4450844405042,4457692929.482862,4780.109955291292,3310047955.040979,3549.458490637076,769693529.4997883,825.3648044195342,2924606766.1697226,3136.1401928556197,1589148652.247642,1704.0895415938903,388156186.48603517,416.2351231211633,483458961.7204959,518.420776728325,212979397.92065182,228.38327695399332,114003634.56884494,122.24401174893548,403008495.2300198,432.16016004695473,962374034.8667663,1031.975569951547,329435377.58553445,353.2676377071182,419346864.2774095,449.6749359019701,1146196238.443773,1229.1031971753196,0,0,5128405166.104134,5499.335494505768,932549,186.1083333,5128405166.104134,5499.335494505768
2005,Arizona,10039817432.64867,10490.60841001565,1204569267.5052166,1258.6502273735002,4455899611.158059,4655.965745396453,4379348553.985394,4575.979016653626,8105694043.693271,8403.156098708921,5157082600.970266,5388.636128325508,1234832702.6251957,1290.2825628847156,4594829580.276474,4801.136289827856,3385092042.7647367,3537.0775638497653,798588305.0039123,834.4387326030255,3039671501.983568,3176.1575812858637,1641386724.4079292,1715.084563706312,401587060.657277,419.6216522822118,515894269.5031299,539.0515011215441,218858989.31533647,228.68688888888892,118515906.519301,123.83180303860198,416410104.5996348,435.10901553208134,982926847.3943663,1027.0644905972874,349623870.2177882,365.3219367631716,437441514.43401146,457.078524752217,1155896806.2415233,1207.799604016693,0,0,5262342988.701096,5498.617880346896,957029,191.7,5262342988.701096,5498.617880346896
2006,Arizona,10424719847.737658,10378.632537740772,1246134236.292693,1240.62517460049,4701309100.256974,4680.516918593303,4477276511.18799,4457.477512477279,8487616074.92479,8369.402732590053,5323216211.75123,5299.678551690247,1364052727.4382687,1358.022503337155,4828820600.706016,4807.471046838274,3506860466.9343,3491.3613813988413,874097989.1280361,870.2377663225839,3150691869.291552,3136.7640302246446,1684429235.7723067,1676.9790704181326,453045318.1794419,451.0447269968508,551788136.3738469,549.3543208563055,236087864.4433313,235.0403667976307,116605886.07102485,116.09118969696455,428590774.37672836,426.6936397517373,1015441631.3282048,1010.9516167283622,384196272.30357367,382.49182551711266,417981304.39484245,416.1281388068314,1478871401.4767525,1472.3290674155187,0,0,5275026147.221124,5251.70057310322,1004441,198.9416667,5275026147.221124,5251.70057310322
2007,Arizona,10946949714.434967,11287.080595102198,1202357350.3664653,1239.714535463373,5299420096.051433,5464.083882537528,4445172268.017069,4583.294781590499,8871115127.307556,9070.568564440111,5462415048.167183,5632.139537067884,1506209990.2124813,1553.0117190684525,5014364530.952369,5170.172403325136,3574994886.5292096,3686.0694267240533,967325221.5634063,997.3806260655914,3348702710.5388217,3452.747727105707,1752622712.3160324,1807.0804079133025,498818878.82265615,514.313577398683,600447614.8095163,619.1073006241671,252648162.91178373,260.4969783378733,130146392.8064004,134.18739204456375,447957243.99471855,461.878902318335,1070131216.8417339,1103.3843802544682,400293368.0773301,412.7339989197107,447078711.09733874,460.97137909579055,1810904609.9371912,1867.1660079392684,0,0,5592673620.927481,5766.440369515266,969865,204.112,5592673620.927481,5766.440369515266
